Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Shyre Wall
appliedenergistics2:facade:0, Cable Facade - Shyre Wall
appliedenergistics2:facade:0, Cable Facade - Skeletal Bricks
appliedenergistics2:facade:0, Cable Facade - White Bricks
appliedenergistics2:facade:0, Cable Facade - Whitewash Bricks
appliedenergistics2:facade:0, Cable Facade - Yellow Bricks
appliedenergistics2:facade:0, Cable Facade - Intricate Amethyst Ivory
appliedenergistics2:facade:0, Cable Facade - Natural Amethyst Ivory
appliedenergistics2:facade:0, Cable Facade - Ornate Amethyst Ivory
appliedenergistics2:facade:0, Cable Facade - Patterned Amethyst Ivory
appliedenergistics2:facade:0, Cable Facade - Intricate Ivory
appliedenergistics2:facade:0, Cable Facade - Intricate Jade Ivory
appliedenergistics2:facade:0, Cable Facade - Natural Jade Ivory
appliedenergistics2:facade:0, Cable Facade - Ornate Jade Ivory
appliedenergistics2:facade:0, Cable Facade - Patterned Jade Ivory
appliedenergistics2:facade:0, Cable Facade - Intricate Limonite Ivory
appliedenergistics2:facade:0, Cable Facade - Natural Limonite Ivory
appliedenergistics2:facade:0, Cable Facade - Ornate Limonite Ivory
appliedenergistics2:facade:0, Cable Facade - Patterned Limonite Ivory
appliedenergistics2:facade:0, Cable Facade - Natural Ivory
appliedenergistics2:facade:0, Cable Facade - Ornate Ivory
appliedenergistics2:facade:0, Cable Facade - Patterned Ivory
appliedenergistics2:facade:0, Cable Facade - Intricate Rosite Ivory
appliedenergistics2:facade:0, Cable Facade - Natural Rosite Ivory
appliedenergistics2:facade:0, Cable Facade - Ornate Rosite Ivory
appliedenergistics2:facade:0, Cable Facade - Patterned Rosite Ivory
appliedenergistics2:facade:0, Cable Facade - Intricate Sapphire Ivory
appliedenergistics2:facade:0, Cable Facade - Natural Sapphire Ivory
appliedenergistics2:facade:0, Cable Facade - Ornate Sapphire Ivory
appliedenergistics2:facade:0, Cable Facade - Patterned Sapphire Ivory
appliedenergistics2:facade:0, Cable Facade - Achony Leaves
appliedenergistics2:facade:0, Cable Facade - Blood Leaves
appliedenergistics2:facade:0, Cable Facade - Blue Celevus Leaves
appliedenergistics2:facade:0, Cable Facade - Green Celevus Leaves
appliedenergistics2:facade:0, Cable Facade - Purple Celevus Leaves
appliedenergistics2:facade:0, Cable Facade - Red Celevus Leaves
appliedenergistics2:facade:0, Cable Facade - White Celevus Leaves
appliedenergistics2:facade:0, Cable Facade - Yellow Celevus Leaves
appliedenergistics2:facade:0, Cable Facade - Churry Leaves
appliedenergistics2:facade:0, Cable Facade - Creep Leaves
appliedenergistics2:facade:0, Cable Facade - Cycade Leaves
appliedenergistics2:facade:0, Cable Facade - Dawn Leaves
appliedenergistics2:facade:0, Cable Facade - Haunted Leaves
appliedenergistics2:facade:0, Cable Facade - Haunted Eyes Leaves
appliedenergistics2:facade:0, Cable Facade - Blue Haven Leaves
appliedenergistics2:facade:0, Cable Facade - Pink Haven Leaves
appliedenergistics2:facade:0, Cable Facade - Purple Haven Leaves
appliedenergistics2:facade:0, Cable Facade - Red Haven Leaves
appliedenergistics2:facade:0, Cable Facade - Turquoise Haven Leaves
appliedenergistics2:facade:0, Cable Facade - Yellow Haven Leaves
appliedenergistics2:facade:0, Cable Facade - Irodust Leaves
appliedenergistics2:facade:0, Cable Facade - Irogold Leaves
appliedenergistics2:facade:0, Cable Facade - Lelyetian Core
appliedenergistics2:facade:0, Cable Facade - Lucalus Leaves
appliedenergistics2:facade:0, Cable Facade - Lunicia Leaves
appliedenergistics2:facade:0, Cable Facade - Lunosso Leaves
appliedenergistics2:facade:0, Cable Facade - Runic Leaves
appliedenergistics2:facade:0, Cable Facade - Shadow Leaves
appliedenergistics2:facade:0, Cable Facade - Shadowblood Leaves
appliedenergistics2:facade:0, Cable Facade - Shyre Leaves
appliedenergistics2:facade:0, Cable Facade - Shyre Leaves
appliedenergistics2:facade:0, Cable Facade - Stranglewood Leaves
appliedenergistics2:facade:0, Cable Facade - Vein Leaves
appliedenergistics2:facade:0, Cable Facade - Achony Log
appliedenergistics2:facade:0, Cable Facade - Blood Log
appliedenergistics2:facade:0, Cable Facade - Churry Log
appliedenergistics2:facade:0, Cable Facade - Creep Log
appliedenergistics2:facade:0, Cable Facade - Cycade Log
appliedenergistics2:facade:0, Cable Facade - Dawn Log
appliedenergistics2:facade:0, Cable Facade - Eyeball Log
appliedenergistics2:facade:0, Cable Facade - Haunted Log
appliedenergistics2:facade:0, Cable Facade - Haunted Large-Eyed Log
appliedenergistics2:facade:0, Cable Facade - Haunted Red Eyes Log
appliedenergistics2:facade:0, Cable Facade - Haunted Flashing Log
appliedenergistics2:facade:0, Cable Facade - Haunted Purpling Log
appliedenergistics2:facade:0, Cable Facade - Iro Log
appliedenergistics2:facade:0, Cable Facade - Lucalus Log
appliedenergistics2:facade:0, Cable Facade - Lunide Log
appliedenergistics2:facade:0, Cable Facade - Runic Log
appliedenergistics2:facade:0, Cable Facade - Shadow Log
appliedenergistics2:facade:0, Cable Facade - Shyre Log
appliedenergistics2:facade:0, Cable Facade - Stranglewood Log
appliedenergistics2:facade:0, Cable Facade - Toxic Log
appliedenergistics2:facade:0, Cable Facade - Achony Planks
appliedenergistics2:facade:0, Cable Facade - Bloodwood Planks
appliedenergistics2:facade:0, Cable Facade - Churry Planks
appliedenergistics2:facade:0, Cable Facade - Creep Planks
appliedenergistics2:facade:0, Cable Facade - Cycade Planks
appliedenergistics2:facade:0, Cable Facade - Dawnwood Planks
appliedenergistics2:facade:0, Cable Facade - Hauntedwood Planks
appliedenergistics2:facade:0, Cable Facade - Irowood Planks
appliedenergistics2:facade:0, Cable Facade - Lucalus Planks
appliedenergistics2:facade:0, Cable Facade - Lunide Planks
appliedenergistics2:facade:0, Cable Facade - Runic Planks
appliedenergistics2:facade:0, Cable Facade - Shadow Planks
appliedenergistics2:facade:0, Cable Facade - Shyre Planks
appliedenergistics2:facade:0, Cable Facade - Stranglewood Planks
appliedenergistics2:facade:0, Cable Facade - Toxicwood Planks
appliedenergistics2:facade:0, Cable Facade - Flower Core
appliedenergistics2:facade:0, Cable Facade - Black Mushroom
appliedenergistics2:facade:0, Cable Facade - Blue Mushroom
appliedenergistics2:facade:0, Cable Facade - Blue Mushroom
appliedenergistics2:facade:0, Cable Facade - Green Mushroom
appliedenergistics2:facade:0, Cable Facade - Green Mushroom
appliedenergistics2:facade:0, Cable Facade - Orange Mushroom
appliedenergistics2:facade:0, Cable Facade - Orange Mushroom
appliedenergistics2:facade:0, Cable Facade - Purple Mushroom
appliedenergistics2:facade:0, Cable Facade - Purple Mushroom
appliedenergistics2:facade:0, Cable Facade - Black Mushroom Stem
appliedenergistics2:facade:0, Cable Facade - Blue Mushroom Stem
appliedenergistics2:facade:0, Cable Facade - Green Mushroom Stem
appliedenergistics2:facade:0, Cable Facade - Orange Mushroom Stem
appliedenergistics2:facade:0, Cable Facade - Purple Mushroom Stem
appliedenergistics2:facade:0, Cable Facade - Yellow Mushroom Stem
appliedenergistics2:facade:0, Cable Facade - Yellow Mushroom
appliedenergistics2:facade:0, Cable Facade - Yellow Mushroom
appliedenergistics2:facade:0, Cable Facade - Plant Stem
appliedenergistics2:facade:0, Cable Facade - Ancient Light
appliedenergistics2:facade:0, Cable Facade - Archaic Light
appliedenergistics2:facade:0, Cable Facade - Archaic Light
appliedenergistics2:facade:0, Cable Facade - Creep Crystal
appliedenergistics2:facade:0, Cable Facade - Darkstone
appliedenergistics2:facade:0, Cable Facade - Deep Crystal
appliedenergistics2:facade:0, Cable Facade - Hive Light
appliedenergistics2:facade:0, Cable Facade - Steel Light
appliedenergistics2:facade:0, Cable Facade - Twinklestone
appliedenergistics2:facade:0, Cable Facade - Vox Light
appliedenergistics2:facade:0, Cable Facade - Amethyst Lamp
appliedenergistics2:facade:0, Cable Facade - Amethyst Lamp
appliedenergistics2:facade:0, Cable Facade - Aquatic Lamp
appliedenergistics2:facade:0, Cable Facade - Aquatic Lamp
appliedenergistics2:facade:0, Cable Facade - Baronyte Lamp
appliedenergistics2:facade:0, Cable Facade - Baronyte Lamp
appliedenergistics2:facade:0, Cable Facade - Blazium Lamp
appliedenergistics2:facade:0, Cable Facade - Blazium Lamp
appliedenergistics2:facade:0, Cable Facade - Bloodstone Lamp
appliedenergistics2:facade:0, Cable Facade - Bloodstone Lamp
appliedenergistics2:facade:0, Cable Facade - Crystallite Lamp
appliedenergistics2:facade:0, Cable Facade - Crystallite Lamp
appliedenergistics2:facade:0, Cable Facade - Elecanium Lamp
appliedenergistics2:facade:0, Cable Facade - Elecanium Lamp
appliedenergistics2:facade:0, Cable Facade - Emberstone Lamp
appliedenergistics2:facade:0, Cable Facade - Emberstone Lamp
appliedenergistics2:facade:0, Cable Facade - Fire Lamp
appliedenergistics2:facade:0, Cable Facade - Fire Lamp
appliedenergistics2:facade:0, Cable Facade - Ghastly Lamp
appliedenergistics2:facade:0, Cable Facade - Ghastly Lamp
appliedenergistics2:facade:0, Cable Facade - Ghoulish Lamp
appliedenergistics2:facade:0, Cable Facade - Ghoulish Lamp
appliedenergistics2:facade:0, Cable Facade - Iro Lamp
appliedenergistics2:facade:0, Cable Facade - Iro Lamp
appliedenergistics2:facade:0, Cable Facade - Ivory Lamp
appliedenergistics2:facade:0, Cable Facade - Ivory Lamp
appliedenergistics2:facade:0, Cable Facade - Ivory Amethyst Lamp
appliedenergistics2:facade:0, Cable Facade - Ivory Amethyst Lamp
appliedenergistics2:facade:0, Cable Facade - Ivory Jade Lamp
appliedenergistics2:facade:0, Cable Facade - Ivory Jade Lamp
appliedenergistics2:facade:0, Cable Facade - Ivory Limonite Lamp
appliedenergistics2:facade:0, Cable Facade - Ivory Limonite Lamp
appliedenergistics2:facade:0, Cable Facade - Ivory Rosite Lamp
appliedenergistics2:facade:0, Cable Facade - Ivory Rosite Lamp
appliedenergistics2:facade:0, Cable Facade - Ivory Sapphire Lamp
appliedenergistics2:facade:0, Cable Facade - Ivory Sapphire Lamp
appliedenergistics2:facade:0, Cable Facade - Jade Lamp
appliedenergistics2:facade:0, Cable Facade - Jade Lamp
appliedenergistics2:facade:0, Cable Facade - Aqua Life Lamp
appliedenergistics2:facade:0, Cable Facade - Aqua Life Lamp
appliedenergistics2:facade:0, Cable Facade - Black Life Lamp
appliedenergistics2:facade:0, Cable Facade - Black Life Lamp
appliedenergistics2:facade:0, Cable Facade - Blue Life Lamp
appliedenergistics2:facade:0, Cable Facade - Blue Life Lamp
appliedenergistics2:facade:0, Cable Facade - Brown Life Lamp
appliedenergistics2:facade:0, Cable Facade - Brown Life Lamp
appliedenergistics2:facade:0, Cable Facade - Cyan Life Lamp
appliedenergistics2:facade:0, Cable Facade - Cyan Life Lamp
appliedenergistics2:facade:0, Cable Facade - Dark Grey Life Lamp
appliedenergistics2:facade:0, Cable Facade - Dark Grey Life Lamp
appliedenergistics2:facade:0, Cable Facade - Green Life Lamp
appliedenergistics2:facade:0, Cable Facade - Green Life Lamp
appliedenergistics2:facade:0, Cable Facade - Grey Life Lamp
appliedenergistics2:facade:0, Cable Facade - Grey Life Lamp
appliedenergistics2:facade:0, Cable Facade - Lime Life Lamp
appliedenergistics2:facade:0, Cable Facade - Lime Life Lamp
appliedenergistics2:facade:0, Cable Facade - Magenta Life Lamp
appliedenergistics2:facade:0, Cable Facade - Magenta Life Lamp
appliedenergistics2:facade:0, Cable Facade - Orange Life Lamp
appliedenergistics2:facade:0, Cable Facade - Orange Life Lamp
appliedenergistics2:facade:0, Cable Facade - Pink Life Lamp
appliedenergistics2:facade:0, Cable Facade - Pink Life Lamp
appliedenergistics2:facade:0, Cable Facade - Purple Life Lamp
appliedenergistics2:facade:0, Cable Facade - Purple Life Lamp
appliedenergistics2:facade:0, Cable Facade - Red Life Lamp
appliedenergistics2:facade:0, Cable Facade - Red Life Lamp
appliedenergistics2:facade:0, Cable Facade - White Life Lamp
appliedenergistics2:facade:0, Cable Facade - White Life Lamp
appliedenergistics2:facade:0, Cable Facade - Yellow Life Lamp
appliedenergistics2:facade:0, Cable Facade - Yellow Life Lamp
appliedenergistics2:facade:0, Cable Facade - Limonite Lamp
appliedenergistics2:facade:0, Cable Facade - Limonite Lamp
appliedenergistics2:facade:0, Cable Facade - Lunar Lamp
appliedenergistics2:facade:0, Cable Facade - Lunar Lamp
appliedenergistics2:facade:0, Cable Facade - Lyon Lamp
appliedenergistics2:facade:0, Cable Facade - Lyon Lamp
appliedenergistics2:facade:0, Cable Facade - Mystic Lamp
appliedenergistics2:facade:0, Cable Facade - Mystic Lamp
appliedenergistics2:facade:0, Cable Facade - Neon Lamp
appliedenergistics2:facade:0, Cable Facade - Neon Lamp
appliedenergistics2:facade:0, Cable Facade - Neon Circling Lamp
appliedenergistics2:facade:0, Cable Facade - Neon Circling Lamp
appliedenergistics2:facade:0, Cable Facade - Neon Lapis Lamp
appliedenergistics2:facade:0, Cable Facade - Neon Lapis Lamp
appliedenergistics2:facade:0, Cable Facade - Neon Lapis Circling Lamp
appliedenergistics2:facade:0, Cable Facade - Neon Lapis Circling Lamp
appliedenergistics2:facade:0, Cable Facade - Neon Lapis Triangles Lamp
appliedenergistics2:facade:0, Cable Facade - Neon Lapis Triangles Lamp
appliedenergistics2:facade:0, Cable Facade - Neon Runic Lamp
appliedenergistics2:facade:0, Cable Facade - Neon Runic Lamp
appliedenergistics2:facade:0, Cable Facade - Neon Triangles Lamp
appliedenergistics2:facade:0, Cable Facade - Neon Triangles Lamp
appliedenergistics2:facade:0, Cable Facade - Rosite Lamp
appliedenergistics2:facade:0, Cable Facade - Rosite Lamp
appliedenergistics2:facade:0, Cable Facade - Sapphire Lamp
appliedenergistics2:facade:0, Cable Facade - Sapphire Lamp
appliedenergistics2:facade:0, Cable Facade - Skeletal Lamp
appliedenergistics2:facade:0, Cable Facade - Skeletal Lamp
appliedenergistics2:facade:0, Cable Facade - Amethyst Block
appliedenergistics2:facade:0, Cable Facade - Baronyte Block
appliedenergistics2:facade:0, Cable Facade - Blazium Block
appliedenergistics2:facade:0, Cable Facade - Bloodstone Block
appliedenergistics2:facade:0, Cable Facade - Crystallite Block
appliedenergistics2:facade:0, Cable Facade - Elecanium Block
appliedenergistics2:facade:0, Cable Facade - Emberstone Block
appliedenergistics2:facade:0, Cable Facade - Gemenyte Block
appliedenergistics2:facade:0, Cable Facade - Ghastly Block
appliedenergistics2:facade:0, Cable Facade - Ghoulish Block
appliedenergistics2:facade:0, Cable Facade - Jade Block
appliedenergistics2:facade:0, Cable Facade - Jewelyte Block
appliedenergistics2:facade:0, Cable Facade - Limonite Block
appliedenergistics2:facade:0, Cable Facade - Lunar Block
appliedenergistics2:facade:0, Cable Facade - Lyon Block
appliedenergistics2:facade:0, Cable Facade - Mystite Block
appliedenergistics2:facade:0, Cable Facade - Ornamyte Block
appliedenergistics2:facade:0, Cable Facade - Rosite Block
appliedenergistics2:facade:0, Cable Facade - Sapphire Block
appliedenergistics2:facade:0, Cable Facade - Shyregem Block
appliedenergistics2:facade:0, Cable Facade - Shyrestone Block
appliedenergistics2:facade:0, Cable Facade - Skeletal Ingot Block
appliedenergistics2:facade:0, Cable Facade - Varsium Block
appliedenergistics2:facade:0, Cable Facade - Crystallanium
appliedenergistics2:facade:0, Cable Facade - Emberium
appliedenergistics2:facade:0, Cable Facade - Shadonantium
appliedenergistics2:facade:0, Cable Facade - Skeletanium
appliedenergistics2:facade:0, Cable Facade - Ancient Rock
appliedenergistics2:facade:0, Cable Facade - Ancient Tile
appliedenergistics2:facade:0, Cable Facade - Ancient Tile Core
appliedenergistics2:facade:0, Cable Facade - Ancient Tile
appliedenergistics2:facade:0, Cable Facade - Ancient Tile Shrine
appliedenergistics2:facade:0, Cable Facade - Ancient Tile
appliedenergistics2:facade:0, Cable Facade - Archaic Dirt
appliedenergistics2:facade:0, Cable Facade - Archaic Dirt
appliedenergistics2:facade:0, Cable Facade - Archaic Stream: Horizontal
appliedenergistics2:facade:0, Cable Facade - Archaic Stream: Horizontal
appliedenergistics2:facade:0, Cable Facade - Archaic Rectangles
appliedenergistics2:facade:0, Cable Facade - Archaic Rectangles
appliedenergistics2:facade:0, Cable Facade - Archaic Squares
appliedenergistics2:facade:0, Cable Facade - Archaic Squares
appliedenergistics2:facade:0, Cable Facade - Archaic Tiles
appliedenergistics2:facade:0, Cable Facade - Archaic Tiles
appliedenergistics2:facade:0, Cable Facade - Archaic Stream: Vertical
appliedenergistics2:facade:0, Cable Facade - Archaic Stream: Vertical
appliedenergistics2:facade:0, Cable Facade - Baron Castle Wall
appliedenergistics2:facade:0, Cable Facade - Baron Cube
appliedenergistics2:facade:0, Cable Facade - Baron Ground
appliedenergistics2:facade:0, Cable Facade - Bloodstone Bar Bricks
